no,open_date,close_date,is_short,open_rate,close_rate,stake_amount,amount,profit_abs,profit_ratio,funding_fees,exit_reason,enter_tag,leverage
101,2024-09-20 04:00:00+00:00,2024-10-04 04:00:00+00:00,False,63723.2,60928.7,8347.7392,0.131,-393.2546225,-0.04708557419394144,-19.0104230468557,exit_signal,PORTEUR,1.0
102,2024-10-06 04:00:00+00:00,2024-10-11 04:00:00+00:00,False,61852.5,60572.6,8164.53,0.132,-182.39985013,-0.02232935585785207,-5.37299352782314,exit_signal,PORTEUR,1.0
103,2024-10-15 04:00:00+00:00,2024-10-16 04:00:00+00:00,False,65382.2,67064.5,8107.3928,0.124,198.06911226,0.024418469917530307,-2.324392344544342,exit_signal,PORTEUR,1.0
104,2024-11-08 04:00:00+00:00,2025-02-27 04:00:00+00:00,False,75900.4,85174.0,8197.2432,0.108,642.276461,0.07831358270038528,-350.5743213964055,exit_signal,PORTEUR,1.0
105,2025-03-04 04:00:00+00:00,2025-03-05 04:00:00+00:00,False,83928.9,86813.7,8476.8189,0.101,282.29313015,0.033285134134803634,-0.44916855188897487,exit_signal,PORTEUR,1.0
106,2025-03-07 04:00:00+00:00,2025-03-10 04:00:00+00:00,False,86958.4,82000.1,8608.8816,0.099,-501.04539357,-0.05817189959633828,-1.8102478174191836,exit_signal,PORTEUR,1.0
107,2025-03-14 04:00:00+00:00,2025-03-15 04:00:00+00:00,False,81861.5,84440.0,8349.873,0.102,254.56489843,0.03047204186102051,0.039274929007365,exit_signal,PORTEUR,1.0
108,2025-03-16 04:00:00+00:00,2025-03-17 04:00:00+00:00,False,84296.0,83641.1,8513.896,0.101,-75.17981569,-0.008825835383438573,-0.55409213676,exit_signal,PORTEUR,1.0
109,2025-03-21 04:00:00+00:00,2025-04-03 04:00:00+00:00,False,84410.0,83449.2,8441.0,0.1,-111.22648598,-0.013170347178028096,-6.753525984844306,exit_signal,PORTEUR,1.0
110,2025-04-04 04:00:00+00:00,2025-04-05 04:00:00+00:00,False,82787.9,83585.6,8444.3658,0.102,71.06356318,0.008411294683068123,-1.816788324786,exit_signal,PORTEUR,1.0
111,2025-04-11 04:00:00+00:00,2025-04-13 04:00:00+00:00,False,80796.9,85388.8,8483.6745,0.105,471.75711306,0.05557984955502572,-1.6676376852736825,exit_signal,PORTEUR,1.0
